"Location","Sample","antigen","value","metric","group","samp","conc","ctrl_group","conc_label","which","dups"
"16(1,A16)","Unknown6","sf3a OSP-BSA",116.77207,"Median","Samples","MGH mixed pool1:1024000",9.76563e-07,"MGH mixed pool","1:1024000","claire_15.09.24","MGH mixed pool_9.76563e-07_sf3a OSP-BSA_claire_15.09.24"
"17(1,A17)","Unknown7","sf3a OSP-BSA",96.93985,"Median","Samples","MGH mixed pool1:4096000",2.44141e-07,"MGH mixed pool","1:4096000","claire_15.09.24","MGH mixed pool_2.44141e-07_sf3a OSP-BSA_claire_15.09.24"
"18(1,A18)","Unknown7","sf3a OSP-BSA",107.5416,"Median","Samples","MGH mixed pool1:4096000",2.44141e-07,"MGH mixed pool","1:4096000","claire_15.09.24","MGH mixed pool_2.44141e-07_sf3a OSP-BSA_claire_15.09.24"
"19(1,A19)","Unknown8","sf3a OSP-BSA",105.2041,"Median","Samples","MGH mixed pool1:16384000",6.10352e-08,"MGH mixed pool","1:16384000","claire_15.09.24","MGH mixed pool_6.10352e-08_sf3a OSP-BSA_claire_15.09.24"
"20(1,A20)","Unknown8","sf3a OSP-BSA",88.75527,"Median","Samples","MGH mixed pool1:16384000",6.10352e-08,"MGH mixed pool","1:16384000","claire_15.09.24","MGH mixed pool_6.10352e-08_sf3a OSP-BSA_claire_15.09.24"
"21(1,A21)","Unknown9","sf3a OSP-BSA",152.83565,"Median","Samples","Negative Control1:1000",0.001,"Neg control","0.736111111","claire_15.09.24","Neg control_0.001_sf3a OSP-BSA_claire_15.09.24"
"22(1,A22)","Unknown9","sf3a OSP-BSA",146.62833,"Median","Samples","Negative Control1:1000",0.001,"Neg control","0.736111111","claire_15.09.24","Neg control_0.001_sf3a OSP-BSA_claire_15.09.24"
"23(1,A23)","Unknown10","sf3a OSP-BSA",99.53799,"Median","Samples","HlyE mAb50 ng.mL",50,"HlyE mAb","50 ng.mL","claire_15.09.24","HlyE mAb_50_sf3a OSP-BSA_claire_15.09.24"
"24(1,A24)","Unknown10","sf3a OSP-BSA",97.11914,"Median","Samples","HlyE mAb50 ng.mL",50,"HlyE mAb","50 ng.mL","claire_15.09.24","HlyE mAb_50_sf3a OSP-BSA_claire_15.09.24"
"25(1,B1)","Unknown11","sf3a OSP-BSA",100.86943,"Median","Samples","HlyE mAb12.5 ng.mL",12.5,"HlyE mAb","12.5 ng.mL","claire_15.09.24","HlyE mAb_12.5_sf3a OSP-BSA_claire_15.09.24"
"26(1,B2)","Unknown11","sf3a OSP-BSA",99.95469,"Median","Samples","HlyE mAb12.5 ng.mL",12.5,"HlyE mAb","12.5 ng.mL","claire_15.09.24","HlyE mAb_12.5_sf3a OSP-BSA_claire_15.09.24"
"27(1,B3)","Unknown12","sf3a OSP-BSA",94.89453,"Median","Samples","HlyE mAb3.125 ng.mL",3.125,"HlyE mAb","3.125 ng.mL","claire_15.09.24","HlyE mAb_3.125_sf3a OSP-BSA_claire_15.09.24"
"28(1,B4)","Unknown12","sf3a OSP-BSA",99.31885,"Median","Samples","HlyE mAb3.125 ng.mL",3.125,"HlyE mAb","3.125 ng.mL","claire_15.09.24","HlyE mAb_3.125_sf3a OSP-BSA_claire_15.09.24"
"29(1,B5)","Unknown13","sf3a OSP-BSA",91.63731,"Median","Samples","HlyE mAb0.78125 ng.mL",0.78125,"HlyE mAb","0.78125 ng.mL","claire_15.09.24","HlyE mAb_0.78125_sf3a OSP-BSA_claire_15.09.24"
"30(1,B6)","Unknown13","sf3a OSP-BSA",89.52559,"Median","Samples","HlyE mAb0.78125 ng.mL",0.78125,"HlyE mAb","0.78125 ng.mL","claire_15.09.24","HlyE mAb_0.78125_sf3a OSP-BSA_claire_15.09.24"
"31(1,B7)","Unknown14","sf3a OSP-BSA",100.89101,"Median","Samples","HlyE mAb0.1953125 ng.mL",0.1953125,"HlyE mAb","0.1953125 ng.mL","claire_15.09.24","HlyE mAb_0.1953125_sf3a OSP-BSA_claire_15.09.24"
"32(1,B8)","Unknown14","sf3a OSP-BSA",94.08437,"Median","Samples","HlyE mAb0.1953125 ng.mL",0.1953125,"HlyE mAb","0.1953125 ng.mL","claire_15.09.24","HlyE mAb_0.1953125_sf3a OSP-BSA_claire_15.09.24"
"33(1,B9)","Unknown15","sf3a OSP-BSA",91.1791,"Median","Samples","HlyE mAb0.048828125 ng.mL",0.048828125,"HlyE mAb","0.048828125 ng.mL","claire_15.09.24","HlyE mAb_0.048828125_sf3a OSP-BSA_claire_15.09.24"
"34(1,B10)","Unknown15","sf3a OSP-BSA",95.58516,"Median","Samples","HlyE mAb0.048828125 ng.mL",0.048828125,"HlyE mAb","0.048828125 ng.mL","claire_15.09.24","HlyE mAb_0.048828125_sf3a OSP-BSA_claire_15.09.24"
"35(1,B11)","Unknown16","sf3a OSP-BSA",87.40723,"Median","Samples","HlyE mAb0.012207031 ng.mL",0.012207031,"HlyE mAb","0.012207031 ng.mL","claire_15.09.24","HlyE mAb_0.012207031_sf3a OSP-BSA_claire_15.09.24"
"36(1,B12)","Unknown16","sf3a OSP-BSA",102.59102,"Median","Samples","HlyE mAb0.012207031 ng.mL",0.012207031,"HlyE mAb","0.012207031 ng.mL","claire_15.09.24","HlyE mAb_0.012207031_sf3a OSP-BSA_claire_15.09.24"
"37(1,B13)","Unknown17","sf3a OSP-BSA",89.8294,"Median","Samples","HlyE mAb0.003051758 ng.mL",0.003051758,"HlyE mAb","0.003051758 ng.mL","claire_15.09.24","HlyE mAb_0.003051758_sf3a OSP-BSA_claire_15.09.24"
"38(1,B14)","Unknown17","sf3a OSP-BSA",95.14688,"Median","Samples","HlyE mAb0.003051758 ng.mL",0.003051758,"HlyE mAb","0.003051758 ng.mL","claire_15.09.24","HlyE mAb_0.003051758_sf3a OSP-BSA_claire_15.09.24"
"39(1,B15)","Unknown18","sf3a OSP-BSA",19592.19141,"Median","Samples","MGH VC pool1:100",0.01,"MGH VC pool","0.111111111","claire_15.09.24","MGH VC pool_0.01_sf3a OSP-BSA_claire_15.09.24"
"40(1,B16)","Unknown18","sf3a OSP-BSA",19884.93359,"Median","Samples","MGH VC pool1:100",0.01,"MGH VC pool","0.111111111","claire_15.09.24","MGH VC pool_0.01_sf3a OSP-BSA_claire_15.09.24"
"41(1,B17)","Unknown19","sf3a OSP-BSA",5183.67871,"Median","Samples","MGH VC pool1:400",0.0025,"MGH VC pool","0.319444444","claire_15.09.24","MGH VC pool_0.0025_sf3a OSP-BSA_claire_15.09.24"
"42(1,B18)","Unknown19","sf3a OSP-BSA",5510.02734,"Median","Samples","MGH VC pool1:400",0.0025,"MGH VC pool","0.319444444","claire_15.09.24","MGH VC pool_0.0025_sf3a OSP-BSA_claire_15.09.24"
"43(1,B19)","Unknown20","sf3a OSP-BSA",1626.96643,"Median","Samples","MGH VC pool1:1600",0.000625,"MGH VC pool","1.152777778","claire_15.09.24","MGH VC pool_0.000625_sf3a OSP-BSA_claire_15.09.24"
"44(1,B20)","Unknown20","sf3a OSP-BSA",1371.33557,"Median","Samples","MGH VC pool1:1600",0.000625,"MGH VC pool","1.152777778","claire_15.09.24","MGH VC pool_0.000625_sf3a OSP-BSA_claire_15.09.24"
"45(1,B21)","Unknown21","sf3a OSP-BSA",456.01505,"Median","Samples","MGH VC pool1:6400",0.00015625,"MGH VC pool","1:64000","claire_15.09.24","MGH VC pool_0.00015625_sf3a OSP-BSA_claire_15.09.24"
"46(1,B22)","Unknown21","sf3a OSP-BSA",409.86768,"Median","Samples","MGH VC pool1:6400",0.00015625,"MGH VC pool","1:64000","claire_15.09.24","MGH VC pool_0.00015625_sf3a OSP-BSA_claire_15.09.24"
"47(1,B23)","Unknown22","sf3a OSP-BSA",171.10567,"Median","Samples","MGH VC pool1:25600",3.90625e-05,"MGH VC pool","1:256000","claire_15.09.24","MGH VC pool_3.90625e-05_sf3a OSP-BSA_claire_15.09.24"
"48(1,B24)","Unknown22","sf3a OSP-BSA",176.79004,"Median","Samples","MGH VC pool1:25600",3.90625e-05,"MGH VC pool","1:256000","claire_15.09.24","MGH VC pool_3.90625e-05_sf3a OSP-BSA_claire_15.09.24"
"49(1,C1)","Unknown23","sf3a OSP-BSA",110.0501,"Median","Samples","MGH VC pool1:102400",9.765625e-06,"MGH VC pool","1:1024000","claire_15.09.24","MGH VC pool_9.765625e-06_sf3a OSP-BSA_claire_15.09.24"
"50(1,C2)","Unknown23","sf3a OSP-BSA",109.86748,"Median","Samples","MGH VC pool1:102400",9.765625e-06,"MGH VC pool","1:1024000","claire_15.09.24","MGH VC pool_9.765625e-06_sf3a OSP-BSA_claire_15.09.24"
"51(1,C3)","Unknown24","sf3a OSP-BSA",102,"Median","Samples","MGH VC pool1:409600",2.44140625e-06,"MGH VC pool","1:4096000","claire_15.09.24","MGH VC pool_2.44140625e-06_sf3a OSP-BSA_claire_15.09.24"
"52(1,C4)","Unknown24","sf3a OSP-BSA",94.60567,"Median","Samples","MGH VC pool1:409600",2.44140625e-06,"MGH VC pool","1:4096000","claire_15.09.24","MGH VC pool_2.44140625e-06_sf3a OSP-BSA_claire_15.09.24"
"53(1,C5)","Unknown25","sf3a OSP-BSA",97.87949,"Median","Samples","MGH VC pool1:1638400",6.103515625e-07,"MGH VC pool","1:16384000","claire_15.09.24","MGH VC pool_6.103515625e-07_sf3a OSP-BSA_claire_15.09.24"
"54(1,C6)","Unknown25","sf3a OSP-BSA",92.35117,"Median","Samples","MGH VC pool1:1638400",6.103515625e-07,"MGH VC pool","1:16384000","claire_15.09.24","MGH VC pool_6.103515625e-07_sf3a OSP-BSA_claire_15.09.24"
"55(1,C7)","Unknown26","sf3a OSP-BSA",3543.13208,"Median","Samples","MGH Typhi HL1:1000",0.001,"MGH Typhi HL","0.736111111","claire_15.09.24","MGH Typhi HL_0.001_sf3a OSP-BSA_claire_15.09.24"
"56(1,C8)","Unknown26","sf3a OSP-BSA",3673.38135,"Median","Samples","MGH Typhi HL1:1000",0.001,"MGH Typhi HL","0.736111111","claire_15.09.24","MGH Typhi HL_0.001_sf3a OSP-BSA_claire_15.09.24"
"57(1,C9)","Unknown27","sf3a OSP-BSA",951.76428,"Median","Samples","MGH Typhi HL1:4000",0.00025,"MGH Typhi HL","2.819444444","claire_15.09.24","MGH Typhi HL_0.00025_sf3a OSP-BSA_claire_15.09.24"
"58(1,C10)","Unknown27","sf3a OSP-BSA",853.00818,"Median","Samples","MGH Typhi HL1:4000",0.00025,"MGH Typhi HL","2.819444444","claire_15.09.24","MGH Typhi HL_0.00025_sf3a OSP-BSA_claire_15.09.24"
"59(1,C11)","Unknown28","sf3a OSP-BSA",269.46329,"Median","Samples","MGH Typhi HL1:16000",6.25e-05,"MGH Typhi HL","1:16000","claire_15.09.24","MGH Typhi HL_6.25e-05_sf3a OSP-BSA_claire_15.09.24"
"60(1,C12)","Unknown28","sf3a OSP-BSA",282.9288,"Median","Samples","MGH Typhi HL1:16000",6.25e-05,"MGH Typhi HL","1:16000","claire_15.09.24","MGH Typhi HL_6.25e-05_sf3a OSP-BSA_claire_15.09.24"
"61(1,C13)","Unknown29","sf3a OSP-BSA",925.81934,"Median","Samples","MGH Cholera HL1:1000",0.001,"MGH Cholera HL","0.736111111","claire_15.09.24","MGH Cholera HL_0.001_sf3a OSP-BSA_claire_15.09.24"
"62(1,C14)","Unknown29","sf3a OSP-BSA",1072.1189,"Median","Samples","MGH Cholera HL1:1000",0.001,"MGH Cholera HL","0.736111111","claire_15.09.24","MGH Cholera HL_0.001_sf3a OSP-BSA_claire_15.09.24"
"63(1,C15)","Unknown30","sf3a OSP-BSA",351.98965,"Median","Samples","MGH Cholera HL1:4000",0.00025,"MGH Cholera HL","2.819444444","claire_15.09.24","MGH Cholera HL_0.00025_sf3a OSP-BSA_claire_15.09.24"
"64(1,C16)","Unknown30","sf3a OSP-BSA",346.88467,"Median","Samples","MGH Cholera HL1:4000",0.00025,"MGH Cholera HL","2.819444444","claire_15.09.24","MGH Cholera HL_0.00025_sf3a OSP-BSA_claire_15.09.24"
"65(1,C17)","Unknown31","sf3a OSP-BSA",175.62959,"Median","Samples","MGH Cholera HL1:16000",6.25e-05,"MGH Cholera HL","1:16000","claire_15.09.24","MGH Cholera HL_6.25e-05_sf3a OSP-BSA_claire_15.09.24"
"66(1,C18)","Unknown31","sf3a OSP-BSA",171.52237,"Median","Samples","MGH Cholera HL1:16000",6.25e-05,"MGH Cholera HL","1:16000","claire_15.09.24","MGH Cholera HL_6.25e-05_sf3a OSP-BSA_claire_15.09.24"
"67(1,C19)","Unknown32","sf3a OSP-BSA",18091.38672,"Median","Samples","MGH Shigella HL1:1000",0.001,"MGH Shigella HL","0.736111111","claire_15.09.24","MGH Shigella HL_0.001_sf3a OSP-BSA_claire_15.09.24"
"68(1,C20)","Unknown32","sf3a OSP-BSA",17689.16016,"Median","Samples","MGH Shigella HL1:1000",0.001,"MGH Shigella HL","0.736111111","claire_15.09.24","MGH Shigella HL_0.001_sf3a OSP-BSA_claire_15.09.24"
"69(1,C21)","Unknown33","sf3a OSP-BSA",4117.13428,"Median","Samples","MGH Shigella HL1:4000",0.00025,"MGH Shigella HL","2.819444444","claire_15.09.24","MGH Shigella HL_0.00025_sf3a OSP-BSA_claire_15.09.24"
"70(1,C22)","Unknown33","sf3a OSP-BSA",4314.95508,"Median","Samples","MGH Shigella HL1:4000",0.00025,"MGH Shigella HL","2.819444444","claire_15.09.24","MGH Shigella HL_0.00025_sf3a OSP-BSA_claire_15.09.24"
"71(1,C23)","Unknown34","sf3a OSP-BSA",923.93005,"Median","Samples","MGH Shigella HL1:16000",6.25e-05,"MGH Shigella HL","1:16000","claire_15.09.24","MGH Shigella HL_6.25e-05_sf3a OSP-BSA_claire_15.09.24"
"72(1,C24)","Unknown34","sf3a OSP-BSA",1096.96814,"Median","Samples","MGH Shigella HL1:16000",6.25e-05,"MGH Shigella HL","1:16000","claire_15.09.24","MGH Shigella HL_6.25e-05_sf3a OSP-BSA_claire_15.09.24"
"5(1,A5)","Unknown1","sf2a OSP-BSA",65560.76562,"Median","Samples","MGH mixed pool1:1000",0.001,"MGH mixed pool","0.736111111","claire_15.09.24","MGH mixed pool_0.001_sf2a OSP-BSA_claire_15.09.24"
"6(1,A6)","Unknown1","sf2a OSP-BSA",56515.72656,"Median","Samples","MGH mixed pool1:1000",0.001,"MGH mixed pool","0.736111111","claire_15.09.24","MGH mixed pool_0.001_sf2a OSP-BSA_claire_15.09.24"
"7(1,A7)","Unknown2","sf2a OSP-BSA",15411.18066,"Median","Samples","MGH mixed pool1:4000",0.00025,"MGH mixed pool","2.819444444","claire_15.09.24","MGH mixed pool_0.00025_sf2a OSP-BSA_claire_15.09.24"
"8(1,A8)","Unknown2","sf2a OSP-BSA",16867.10938,"Median","Samples","MGH mixed pool1:4000",0.00025,"MGH mixed pool","2.819444444","claire_15.09.24","MGH mixed pool_0.00025_sf2a OSP-BSA_claire_15.09.24"
"9(1,A9)","Unknown3","sf2a OSP-BSA",4380.35205,"Median","Samples","MGH mixed pool1:16000",6.25e-05,"MGH mixed pool","1:16000","claire_15.09.24","MGH mixed pool_6.25e-05_sf2a OSP-BSA_claire_15.09.24"
"10(1,A10)","Unknown3","sf2a OSP-BSA",4130.30957,"Median","Samples","MGH mixed pool1:16000",6.25e-05,"MGH mixed pool","1:16000","claire_15.09.24","MGH mixed pool_6.25e-05_sf2a OSP-BSA_claire_15.09.24"
"11(1,A11)","Unknown4","sf2a OSP-BSA",970.32812,"Median","Samples","MGH mixed pool1:64000",1.5625e-05,"MGH mixed pool","1:64000","claire_15.09.24","MGH mixed pool_1.5625e-05_sf2a OSP-BSA_claire_15.09.24"
"12(1,A12)","Unknown4","sf2a OSP-BSA",1022.90863,"Median","Samples","MGH mixed pool1:64000",1.5625e-05,"MGH mixed pool","1:64000","claire_15.09.24","MGH mixed pool_1.5625e-05_sf2a OSP-BSA_claire_15.09.24"
"13(1,A13)","Unknown5","sf2a OSP-BSA",210.80331,"Median","Samples","MGH mixed pool1:256000",3.90625e-06,"MGH mixed pool","1:256000","claire_15.09.24","MGH mixed pool_3.90625e-06_sf2a OSP-BSA_claire_15.09.24"
"14(1,A14)","Unknown5","sf2a OSP-BSA",194.37608,"Median","Samples","MGH mixed pool1:256000",3.90625e-06,"MGH mixed pool","1:256000","claire_15.09.24","MGH mixed pool_3.90625e-06_sf2a OSP-BSA_claire_15.09.24"
"15(1,A15)","Unknown6","sf2a OSP-BSA",68.59766,"Median","Samples","MGH mixed pool1:1024000",9.76563e-07,"MGH mixed pool","1:1024000","claire_15.09.24","MGH mixed pool_9.76563e-07_sf2a OSP-BSA_claire_15.09.24"
"16(1,A16)","Unknown6","sf2a OSP-BSA",76.38711,"Median","Samples","MGH mixed pool1:1024000",9.76563e-07,"MGH mixed pool","1:1024000","claire_15.09.24","MGH mixed pool_9.76563e-07_sf2a OSP-BSA_claire_15.09.24"
"17(1,A17)","Unknown7","sf2a OSP-BSA",44.73789,"Median","Samples","MGH mixed pool1:4096000",2.44141e-07,"MGH mixed pool","1:4096000","claire_15.09.24","MGH mixed pool_2.44141e-07_sf2a OSP-BSA_claire_15.09.24"
"18(1,A18)","Unknown7","sf2a OSP-BSA",53.24785,"Median","Samples","MGH mixed pool1:4096000",2.44141e-07,"MGH mixed pool","1:4096000","claire_15.09.24","MGH mixed pool_2.44141e-07_sf2a OSP-BSA_claire_15.09.24"
"19(1,A19)","Unknown8","sf2a OSP-BSA",54.46641,"Median","Samples","MGH mixed pool1:16384000",6.10352e-08,"MGH mixed pool","1:16384000","claire_15.09.24","MGH mixed pool_6.10352e-08_sf2a OSP-BSA_claire_15.09.24"
"20(1,A20)","Unknown8","sf2a OSP-BSA",42.93496,"Median","Samples","MGH mixed pool1:16384000",6.10352e-08,"MGH mixed pool","1:16384000","claire_15.09.24","MGH mixed pool_6.10352e-08_sf2a OSP-BSA_claire_15.09.24"
"21(1,A21)","Unknown9","sf2a OSP-BSA",126.52881,"Median","Samples","Negative Control1:1000",0.001,"Neg control","0.736111111","claire_15.09.24","Neg control_0.001_sf2a OSP-BSA_claire_15.09.24"
"22(1,A22)","Unknown9","sf2a OSP-BSA",126.35781,"Median","Samples","Negative Control1:1000",0.001,"Neg control","0.736111111","claire_15.09.24","Neg control_0.001_sf2a OSP-BSA_claire_15.09.24"
"23(1,A23)","Unknown10","sf2a OSP-BSA",55.53887,"Median","Samples","HlyE mAb50 ng.mL",50,"HlyE mAb","50 ng.mL","claire_15.09.24","HlyE mAb_50_sf2a OSP-BSA_claire_15.09.24"
"24(1,A24)","Unknown10","sf2a OSP-BSA",45.43184,"Median","Samples","HlyE mAb50 ng.mL",50,"HlyE mAb","50 ng.mL","claire_15.09.24","HlyE mAb_50_sf2a OSP-BSA_claire_15.09.24"
"25(1,B1)","Unknown11","sf2a OSP-BSA",51.06641,"Median","Samples","HlyE mAb12.5 ng.mL",12.5,"HlyE mAb","12.5 ng.mL","claire_15.09.24","HlyE mAb_12.5_sf2a OSP-BSA_claire_15.09.24"
"26(1,B2)","Unknown11","sf2a OSP-BSA",54.36016,"Median","Samples","HlyE mAb12.5 ng.mL",12.5,"HlyE mAb","12.5 ng.mL","claire_15.09.24","HlyE mAb_12.5_sf2a OSP-BSA_claire_15.09.24"
"27(1,B3)","Unknown12","sf2a OSP-BSA",39.525,"Median","Samples","HlyE mAb3.125 ng.mL",3.125,"HlyE mAb","3.125 ng.mL","claire_15.09.24","HlyE mAb_3.125_sf2a OSP-BSA_claire_15.09.24"
"28(1,B4)","Unknown12","sf2a OSP-BSA",44.99521,"Median","Samples","HlyE mAb3.125 ng.mL",3.125,"HlyE mAb","3.125 ng.mL","claire_15.09.24","HlyE mAb_3.125_sf2a OSP-BSA_claire_15.09.24"
"29(1,B5)","Unknown13","sf2a OSP-BSA",40.61406,"Median","Samples","HlyE mAb0.78125 ng.mL",0.78125,"HlyE mAb","0.78125 ng.mL","claire_15.09.24","HlyE mAb_0.78125_sf2a OSP-BSA_claire_15.09.24"
"30(1,B6)","Unknown13","sf2a OSP-BSA",47.24141,"Median","Samples","HlyE mAb0.78125 ng.mL",0.78125,"HlyE mAb","0.78125 ng.mL","claire_15.09.24","HlyE mAb_0.78125_sf2a OSP-BSA_claire_15.09.24"
"31(1,B7)","Unknown14","sf2a OSP-BSA",41.69648,"Median","Samples","HlyE mAb0.1953125 ng.mL",0.1953125,"HlyE mAb","0.1953125 ng.mL","claire_15.09.24","HlyE mAb_0.1953125_sf2a OSP-BSA_claire_15.09.24"
"32(1,B8)","Unknown14","sf2a OSP-BSA",40.03301,"Median","Samples","HlyE mAb0.1953125 ng.mL",0.1953125,"HlyE mAb","0.1953125 ng.mL","claire_15.09.24","HlyE mAb_0.1953125_sf2a OSP-BSA_claire_15.09.24"
"33(1,B9)","Unknown15","sf2a OSP-BSA",41.80273,"Median","Samples","HlyE mAb0.048828125 ng.mL",0.048828125,"HlyE mAb","0.048828125 ng.mL","claire_15.09.24","HlyE mAb_0.048828125_sf2a OSP-BSA_claire_15.09.24"
"34(1,B10)","Unknown15","sf2a OSP-BSA",38.99043,"Median","Samples","HlyE mAb0.048828125 ng.mL",0.048828125,"HlyE mAb","0.048828125 ng.mL","claire_15.09.24","HlyE mAb_0.048828125_sf2a OSP-BSA_claire_15.09.24"
"35(1,B11)","Unknown16","sf2a OSP-BSA",36.64629,"Median","Samples","HlyE mAb0.012207031 ng.mL",0.012207031,"HlyE mAb","0.012207031 ng.mL","claire_15.09.24","HlyE mAb_0.012207031_sf2a OSP-BSA_claire_15.09.24"
"36(1,B12)","Unknown16","sf2a OSP-BSA",44.17842,"Median","Samples","HlyE mAb0.012207031 ng.mL",0.012207031,"HlyE mAb","0.012207031 ng.mL","claire_15.09.24","HlyE mAb_0.012207031_sf2a OSP-BSA_claire_15.09.24"
"37(1,B13)","Unknown17","sf2a OSP-BSA",40.35176,"Median","Samples","HlyE mAb0.003051758 ng.mL",0.003051758,"HlyE mAb","0.003051758 ng.mL","claire_15.09.24","HlyE mAb_0.003051758_sf2a OSP-BSA_claire_15.09.24"
"38(1,B14)","Unknown17","sf2a OSP-BSA",46.81475,"Median","Samples","HlyE mAb0.003051758 ng.mL",0.003051758,"HlyE mAb","0.003051758 ng.mL","claire_15.09.24","HlyE mAb_0.003051758_sf2a OSP-BSA_claire_15.09.24"
"39(1,B15)","Unknown18","sf2a OSP-BSA",17623.45898,"Median","Samples","MGH VC pool1:100",0.01,"MGH VC pool","0.111111111","claire_15.09.24","MGH VC pool_0.01_sf2a OSP-BSA_claire_15.09.24"
"40(1,B16)","Unknown18","sf2a OSP-BSA",20236.73047,"Median","Samples","MGH VC pool1:100",0.01,"MGH VC pool","0.111111111","claire_15.09.24","MGH VC pool_0.01_sf2a OSP-BSA_claire_15.09.24"
"41(1,B17)","Unknown19","sf2a OSP-BSA",4687.33496,"Median","Samples","MGH VC pool1:400",0.0025,"MGH VC pool","0.319444444","claire_15.09.24","MGH VC pool_0.0025_sf2a OSP-BSA_claire_15.09.24"
"42(1,B18)","Unknown19","sf2a OSP-BSA",5087.74121,"Median","Samples","MGH VC pool1:400",0.0025,"MGH VC pool","0.319444444","claire_15.09.24","MGH VC pool_0.0025_sf2a OSP-BSA_claire_15.09.24"
"43(1,B19)","Unknown20","sf2a OSP-BSA",1286.62939,"Median","Samples","MGH VC pool1:1600",0.000625,"MGH VC pool","1.152777778","claire_15.09.24","MGH VC pool_0.000625_sf2a OSP-BSA_claire_15.09.24"
"44(1,B20)","Unknown20","sf2a OSP-BSA",1246.2627,"Median","Samples","MGH VC pool1:1600",0.000625,"MGH VC pool","1.152777778","claire_15.09.24","MGH VC pool_0.000625_sf2a OSP-BSA_claire_15.09.24"
"45(1,B21)","Unknown21","sf2a OSP-BSA",306.06973,"Median","Samples","MGH VC pool1:6400",0.00015625,"MGH VC pool","1:64000","claire_15.09.24","MGH VC pool_0.00015625_sf2a OSP-BSA_claire_15.09.24"
"46(1,B22)","Unknown21","sf2a OSP-BSA",267.42462,"Median","Samples","MGH VC pool1:6400",0.00015625,"MGH VC pool","1:64000","claire_15.09.24","MGH VC pool_0.00015625_sf2a OSP-BSA_claire_15.09.24"
"47(1,B23)","Unknown22","sf2a OSP-BSA",98.11192,"Median","Samples","MGH VC pool1:25600",3.90625e-05,"MGH VC pool","1:256000","claire_15.09.24","MGH VC pool_3.90625e-05_sf2a OSP-BSA_claire_15.09.24"
"48(1,B24)","Unknown22","sf2a OSP-BSA",92.24825,"Median","Samples","MGH VC pool1:25600",3.90625e-05,"MGH VC pool","1:256000","claire_15.09.24","MGH VC pool_3.90625e-05_sf2a OSP-BSA_claire_15.09.24"
"49(1,C1)","Unknown23","sf2a OSP-BSA",47.57842,"Median","Samples","MGH VC pool1:102400",9.765625e-06,"MGH VC pool","1:1024000","claire_15.09.24","MGH VC pool_9.765625e-06_sf2a OSP-BSA_claire_15.09.24"
"50(1,C2)","Unknown23","sf2a OSP-BSA",54.75527,"Median","Samples","MGH VC pool1:102400",9.765625e-06,"MGH VC pool","1:1024000","claire_15.09.24","MGH VC pool_9.765625e-06_sf2a OSP-BSA_claire_15.09.24"
"51(1,C3)","Unknown24","sf2a OSP-BSA",48.60439,"Median","Samples","MGH VC pool1:409600",2.44140625e-06,"MGH VC pool","1:4096000","claire_15.09.24","MGH VC pool_2.44140625e-06_sf2a OSP-BSA_claire_15.09.24"
"52(1,C4)","Unknown24","sf2a OSP-BSA",47.47715,"Median","Samples","MGH VC pool1:409600",2.44140625e-06,"MGH VC pool","1:4096000","claire_15.09.24","MGH VC pool_2.44140625e-06_sf2a OSP-BSA_claire_15.09.24"
"53(1,C5)","Unknown25","sf2a OSP-BSA",41.29971,"Median","Samples","MGH VC pool1:1638400",6.103515625e-07,"MGH VC pool","1:16384000","claire_15.09.24","MGH VC pool_6.103515625e-07_sf2a OSP-BSA_claire_15.09.24"
"54(1,C6)","Unknown25","sf2a OSP-BSA",41.98203,"Median","Samples","MGH VC pool1:1638400",6.103515625e-07,"MGH VC pool","1:16384000","claire_15.09.24","MGH VC pool_6.103515625e-07_sf2a OSP-BSA_claire_15.09.24"
"55(1,C7)","Unknown26","sf2a OSP-BSA",2299.43921,"Median","Samples","MGH Typhi HL1:1000",0.001,"MGH Typhi HL","0.736111111","claire_15.09.24","MGH Typhi HL_0.001_sf2a OSP-BSA_claire_15.09.24"
"56(1,C8)","Unknown26","sf2a OSP-BSA",2214.48584,"Median","Samples","MGH Typhi HL1:1000",0.001,"MGH Typhi HL","0.736111111","claire_15.09.24","MGH Typhi HL_0.001_sf2a OSP-BSA_claire_15.09.24"
"57(1,C9)","Unknown27","sf2a OSP-BSA",532.42535,"Median","Samples","MGH Typhi HL1:4000",0.00025,"MGH Typhi HL","2.819444444","claire_15.09.24","MGH Typhi HL_0.00025_sf2a OSP-BSA_claire_15.09.24"
"58(1,C10)","Unknown27","sf2a OSP-BSA",461.78241,"Median","Samples","MGH Typhi HL1:4000",0.00025,"MGH Typhi HL","2.819444444","claire_15.09.24","MGH Typhi HL_0.00025_sf2a OSP-BSA_claire_15.09.24"
"59(1,C11)","Unknown28","sf2a OSP-BSA",135.96513,"Median","Samples","MGH Typhi HL1:16000",6.25e-05,"MGH Typhi HL","1:16000","claire_15.09.24","MGH Typhi HL_6.25e-05_sf2a OSP-BSA_claire_15.09.24"
"60(1,C12)","Unknown28","sf2a OSP-BSA",144.2377,"Median","Samples","MGH Typhi HL1:16000",6.25e-05,"MGH Typhi HL","1:16000","claire_15.09.24","MGH Typhi HL_6.25e-05_sf2a OSP-BSA_claire_15.09.24"
