"Location","Sample","antigen","value","metric","group","samp","conc","ctrl_group","conc_label","which","dups"
"115(2,E19)","Unknown111","Ogawa OSP",176.63731,"Median","Samples","Unknown111",6.25e-05,"IMM Shigella HL","1:16000","Claire at icddrb","IMM Shigella HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"116(2,E20)","Unknown112","Ogawa OSP",180.37431,"Median","Samples","Unknown112",6.25e-05,"IMM Shigella HL","1:16000","Claire at icddrb","IMM Shigella HL_6.25e-05_Ogawa OSP_Claire at icddrb"
"5(2,A5)","Unknown1","ipaB",144605.39062,"Median","Samples","Unknown1",0.001,"MGH mixed pool","0.736111111","Claire at icddrb","MGH mixed pool_0.001_ipaB_Claire at icddrb"
"6(2,A6)","Unknown2","ipaB",144380.71875,"Median","Samples","Unknown2",0.001,"MGH mixed pool","0.736111111","Claire at icddrb","MGH mixed pool_0.001_ipaB_Claire at icddrb"
"7(2,A7)","Unknown3","ipaB",99614.07812,"Median","Samples","Unknown3",0.00025,"MGH mixed pool","2.819444444","Claire at icddrb","MGH mixed pool_0.00025_ipaB_Claire at icddrb"
"8(2,A8)","Unknown4","ipaB",95793.32031,"Median","Samples","Unknown4",0.00025,"MGH mixed pool","2.819444444","Claire at icddrb","MGH mixed pool_0.00025_ipaB_Claire at icddrb"
"9(2,A9)","Unknown5","ipaB",36089.71875,"Median","Samples","Unknown5",6.25e-05,"MGH mixed pool","1:16000","Claire at icddrb","MGH mixed pool_6.25e-05_ipaB_Claire at icddrb"
"10(2,A10)","Unknown6","ipaB",32089.95117,"Median","Samples","Unknown6",6.25e-05,"MGH mixed pool","1:16000","Claire at icddrb","MGH mixed pool_6.25e-05_ipaB_Claire at icddrb"
"11(2,A11)","Unknown7","ipaB",7555.57715,"Median","Samples","Unknown7",1.5625e-05,"MGH mixed pool","1:64000","Claire at icddrb","MGH mixed pool_1.5625e-05_ipaB_Claire at icddrb"
"12(2,A12)","Unknown8","ipaB",6774.49316,"Median","Samples","Unknown8",1.5625e-05,"MGH mixed pool","1:64000","Claire at icddrb","MGH mixed pool_1.5625e-05_ipaB_Claire at icddrb"
"13(2,A13)","Unknown9","ipaB",1431.43982,"Median","Samples","Unknown9",3.90625e-06,"MGH mixed pool","1:256000","Claire at icddrb","MGH mixed pool_3.90625e-06_ipaB_Claire at icddrb"
"14(2,A14)","Unknown10","ipaB",1384.18347,"Median","Samples","Unknown10",3.90625e-06,"MGH mixed pool","1:256000","Claire at icddrb","MGH mixed pool_3.90625e-06_ipaB_Claire at icddrb"
"15(2,A15)","Unknown11","ipaB",307.79797,"Median","Samples","Unknown11",9.76563e-07,"MGH mixed pool","1:1024000","Claire at icddrb","MGH mixed pool_9.76563e-07_ipaB_Claire at icddrb"
"16(2,A16)","Unknown12","ipaB",376.50021,"Median","Samples","Unknown12",9.76563e-07,"MGH mixed pool","1:1024000","Claire at icddrb","MGH mixed pool_9.76563e-07_ipaB_Claire at icddrb"
"17(2,A17)","Unknown13","ipaB",113.6709,"Median","Samples","Unknown13",2.44141e-07,"MGH mixed pool","1:4096000","Claire at icddrb","MGH mixed pool_2.44141e-07_ipaB_Claire at icddrb"
"18(2,A18)","Unknown14","ipaB",116.23418,"Median","Samples","Unknown14",2.44141e-07,"MGH mixed pool","1:4096000","Claire at icddrb","MGH mixed pool_2.44141e-07_ipaB_Claire at icddrb"
"19(2,A19)","Unknown15","ipaB",53.45537,"Median","Samples","Unknown15",6.10352e-08,"MGH mixed pool","1:16384000","Claire at icddrb","MGH mixed pool_6.10352e-08_ipaB_Claire at icddrb"
"20(2,A20)","Unknown16","ipaB",48.8418,"Median","Samples","Unknown16",6.10352e-08,"MGH mixed pool","1:16384000","Claire at icddrb","MGH mixed pool_6.10352e-08_ipaB_Claire at icddrb"
"21(2,A21)","Unknown17","ipaB",42.52324,"Median","Samples","Unknown17",0.001,"Neg control","0.736111111","Claire at icddrb","Neg control_0.001_ipaB_Claire at icddrb"
"22(2,A22)","Unknown18","ipaB",35.0293,"Median","Samples","Unknown18",0.001,"Neg control","0.736111111","Claire at icddrb","Neg control_0.001_ipaB_Claire at icddrb"
"23(2,A23)","Unknown19","ipaB",35.35801,"Median","Samples","Unknown19",50,"HlyE mAb","50 ng.mL","Claire at icddrb","HlyE mAb_50_ipaB_Claire at icddrb"
"24(2,A24)","Unknown20","ipaB",40.37168,"Median","Samples","Unknown20",50,"HlyE mAb","50 ng.mL","Claire at icddrb","HlyE mAb_50_ipaB_Claire at icddrb"
"25(2,B1)","Unknown21","ipaB",35.17539,"Median","Samples","Unknown21",12.5,"HlyE mAb","12.5 ng.mL","Claire at icddrb","HlyE mAb_12.5_ipaB_Claire at icddrb"
"26(2,B2)","Unknown22","ipaB",43.04121,"Median","Samples","Unknown22",12.5,"HlyE mAb","12.5 ng.mL","Claire at icddrb","HlyE mAb_12.5_ipaB_Claire at icddrb"
"27(2,B3)","Unknown23","ipaB",36.44707,"Median","Samples","Unknown23",3.125,"HlyE mAb","3.125 ng.mL","Claire at icddrb","HlyE mAb_3.125_ipaB_Claire at icddrb"
"28(2,B4)","Unknown24","ipaB",35.34307,"Median","Samples","Unknown24",3.125,"HlyE mAb","3.125 ng.mL","Claire at icddrb","HlyE mAb_3.125_ipaB_Claire at icddrb"
"29(2,B5)","Unknown25","ipaB",33.02715,"Median","Samples","Unknown25",0.78125,"HlyE mAb","0.78125 ng.mL","Claire at icddrb","HlyE mAb_0.78125_ipaB_Claire at icddrb"
"30(2,B6)","Unknown26","ipaB",36.96504,"Median","Samples","Unknown26",0.78125,"HlyE mAb","0.78125 ng.mL","Claire at icddrb","HlyE mAb_0.78125_ipaB_Claire at icddrb"
"31(2,B7)","Unknown27","ipaB",28.18447,"Median","Samples","Unknown27",0.1953125,"HlyE mAb","0.1953125 ng.mL","Claire at icddrb","HlyE mAb_0.1953125_ipaB_Claire at icddrb"
"32(2,B8)","Unknown28","ipaB",29.34824,"Median","Samples","Unknown28",0.1953125,"HlyE mAb","0.1953125 ng.mL","Claire at icddrb","HlyE mAb_0.1953125_ipaB_Claire at icddrb"
"33(2,B9)","Unknown29","ipaB",27.33281,"Median","Samples","Unknown29",0.048828125,"HlyE mAb","0.048828125 ng.mL","Claire at icddrb","HlyE mAb_0.048828125_ipaB_Claire at icddrb"
"34(2,B10)","Unknown30","ipaB",28.86016,"Median","Samples","Unknown30",0.048828125,"HlyE mAb","0.048828125 ng.mL","Claire at icddrb","HlyE mAb_0.048828125_ipaB_Claire at icddrb"
"35(2,B11)","Unknown31","ipaB",31.24082,"Median","Samples","Unknown31",0.012207031,"HlyE mAb","0.012207031 ng.mL","Claire at icddrb","HlyE mAb_0.012207031_ipaB_Claire at icddrb"
"36(2,B12)","Unknown32","ipaB",36.84551,"Median","Samples","Unknown32",0.012207031,"HlyE mAb","0.012207031 ng.mL","Claire at icddrb","HlyE mAb_0.012207031_ipaB_Claire at icddrb"
"37(2,B13)","Unknown33","ipaB",30.67969,"Median","Samples","Unknown33",0.003051758,"HlyE mAb","0.003051758 ng.mL","Claire at icddrb","HlyE mAb_0.003051758_ipaB_Claire at icddrb"
"38(2,B14)","Unknown34","ipaB",30.85732,"Median","Samples","Unknown34",0.003051758,"HlyE mAb","0.003051758 ng.mL","Claire at icddrb","HlyE mAb_0.003051758_ipaB_Claire at icddrb"
"39(2,B15)","Unknown35","ipaB",139445.71875,"Median","Samples","Unknown35",0.01,"MGH VC pool","0.111111111","Claire at icddrb","MGH VC pool_0.01_ipaB_Claire at icddrb"
"40(2,B16)","Unknown36","ipaB",144411.57812,"Median","Samples","Unknown36",0.01,"MGH VC pool","0.111111111","Claire at icddrb","MGH VC pool_0.01_ipaB_Claire at icddrb"
"41(2,B17)","Unknown37","ipaB",96243.69531,"Median","Samples","Unknown37",0.0025,"MGH VC pool","0.319444444","Claire at icddrb","MGH VC pool_0.0025_ipaB_Claire at icddrb"
"42(2,B18)","Unknown38","ipaB",98834.25781,"Median","Samples","Unknown38",0.0025,"MGH VC pool","0.319444444","Claire at icddrb","MGH VC pool_0.0025_ipaB_Claire at icddrb"
"43(2,B19)","Unknown39","ipaB",34500.82422,"Median","Samples","Unknown39",0.000625,"MGH VC pool","1.152777778","Claire at icddrb","MGH VC pool_0.000625_ipaB_Claire at icddrb"
"44(2,B20)","Unknown40","ipaB",31880.20898,"Median","Samples","Unknown40",0.000625,"MGH VC pool","1.152777778","Claire at icddrb","MGH VC pool_0.000625_ipaB_Claire at icddrb"
"45(2,B21)","Unknown41","ipaB",7628.62549,"Median","Samples","Unknown41",0.00015625,"MGH VC pool","1:64000","Claire at icddrb","MGH VC pool_0.00015625_ipaB_Claire at icddrb"
"46(2,B22)","Unknown42","ipaB",7414.25098,"Median","Samples","Unknown42",0.00015625,"MGH VC pool","1:64000","Claire at icddrb","MGH VC pool_0.00015625_ipaB_Claire at icddrb"
"47(2,B23)","Unknown43","ipaB",1614.15002,"Median","Samples","Unknown43",3.90625e-05,"MGH VC pool","1:256000","Claire at icddrb","MGH VC pool_3.90625e-05_ipaB_Claire at icddrb"
"48(2,B24)","Unknown44","ipaB",1616.94568,"Median","Samples","Unknown44",3.90625e-05,"MGH VC pool","1:256000","Claire at icddrb","MGH VC pool_3.90625e-05_ipaB_Claire at icddrb"
"49(2,C1)","Unknown45","ipaB",377.51288,"Median","Samples","Unknown45",9.765625e-06,"MGH VC pool","1:1024000","Claire at icddrb","MGH VC pool_9.765625e-06_ipaB_Claire at icddrb"
"50(2,C2)","Unknown46","ipaB",448.27206,"Median","Samples","Unknown46",9.765625e-06,"MGH VC pool","1:1024000","Claire at icddrb","MGH VC pool_9.765625e-06_ipaB_Claire at icddrb"
"51(2,C3)","Unknown47","ipaB",113.03672,"Median","Samples","Unknown47",2.44140625e-06,"MGH VC pool","1:4096000","Claire at icddrb","MGH VC pool_2.44140625e-06_ipaB_Claire at icddrb"
"52(2,C4)","Unknown48","ipaB",118.53848,"Median","Samples","Unknown48",2.44140625e-06,"MGH VC pool","1:4096000","Claire at icddrb","MGH VC pool_2.44140625e-06_ipaB_Claire at icddrb"
"54(2,C6)","Unknown50","ipaB",NA,"Median","Samples","Unknown50",6.103515625e-07,"MGH VC pool","1:16384000","Claire at icddrb","MGH VC pool_6.103515625e-07_ipaB_Claire at icddrb"
"53(2,C5)","Unknown49","ipaB",56.5333,"Median","Samples","Unknown49",6.103515625e-07,"MGH VC pool","1:16384000","Claire at icddrb","MGH VC pool_6.103515625e-07_ipaB_Claire at icddrb"
"55(2,C7)","Unknown51","ipaB",66633.35156,"Median","Samples","Unknown51",0.001,"MGH Typhi HL","0.736111111","Claire at icddrb","MGH Typhi HL_0.001_ipaB_Claire at icddrb"
"56(2,C8)","Unknown52","ipaB",58020.35156,"Median","Samples","Unknown52",0.001,"MGH Typhi HL","0.736111111","Claire at icddrb","MGH Typhi HL_0.001_ipaB_Claire at icddrb"
"57(2,C9)","Unknown53","ipaB",14471.69824,"Median","Samples","Unknown53",0.00025,"MGH Typhi HL","2.819444444","Claire at icddrb","MGH Typhi HL_0.00025_ipaB_Claire at icddrb"
"58(2,C10)","Unknown54","ipaB",13183.88867,"Median","Samples","Unknown54",0.00025,"MGH Typhi HL","2.819444444","Claire at icddrb","MGH Typhi HL_0.00025_ipaB_Claire at icddrb"
"59(2,C11)","Unknown55","ipaB",2216.49121,"Median","Samples","Unknown55",6.25e-05,"MGH Typhi HL","1:16000","Claire at icddrb","MGH Typhi HL_6.25e-05_ipaB_Claire at icddrb"
"60(2,C12)","Unknown56","ipaB",2595.13623,"Median","Samples","Unknown56",6.25e-05,"MGH Typhi HL","1:16000","Claire at icddrb","MGH Typhi HL_6.25e-05_ipaB_Claire at icddrb"
"61(2,C13)","Unknown57","ipaB",57741.64844,"Median","Samples","Unknown57",0.001,"MGH Cholera HL","0.736111111","Claire at icddrb","MGH Cholera HL_0.001_ipaB_Claire at icddrb"
"62(2,C14)","Unknown58","ipaB",66238.53125,"Median","Samples","Unknown58",0.001,"MGH Cholera HL","0.736111111","Claire at icddrb","MGH Cholera HL_0.001_ipaB_Claire at icddrb"
"63(2,C15)","Unknown59","ipaB",14273.24023,"Median","Samples","Unknown59",0.00025,"MGH Cholera HL","2.819444444","Claire at icddrb","MGH Cholera HL_0.00025_ipaB_Claire at icddrb"
"64(2,C16)","Unknown60","ipaB",16265.79297,"Median","Samples","Unknown60",0.00025,"MGH Cholera HL","2.819444444","Claire at icddrb","MGH Cholera HL_0.00025_ipaB_Claire at icddrb"
"65(2,C17)","Unknown61","ipaB",4059.45728,"Median","Samples","Unknown61",6.25e-05,"MGH Cholera HL","1:16000","Claire at icddrb","MGH Cholera HL_6.25e-05_ipaB_Claire at icddrb"
"66(2,C18)","Unknown62","ipaB",3871.62378,"Median","Samples","Unknown62",6.25e-05,"MGH Cholera HL","1:16000","Claire at icddrb","MGH Cholera HL_6.25e-05_ipaB_Claire at icddrb"
"67(2,C19)","Unknown63","ipaB",4814.52295,"Median","Samples","Unknown63",0.001,"MGH Shigella HL","0.736111111","Claire at icddrb","MGH Shigella HL_0.001_ipaB_Claire at icddrb"
"68(2,C20)","Unknown64","ipaB",132610.625,"Median","Samples","Unknown64",0.001,"MGH Shigella HL","0.736111111","Claire at icddrb","MGH Shigella HL_0.001_ipaB_Claire at icddrb"
"69(2,C21)","Unknown65","ipaB",77401.8125,"Median","Samples","Unknown65",0.00025,"MGH Shigella HL","2.819444444","Claire at icddrb","MGH Shigella HL_0.00025_ipaB_Claire at icddrb"
"70(2,C22)","Unknown66","ipaB",77221.46875,"Median","Samples","Unknown66",0.00025,"MGH Shigella HL","2.819444444","Claire at icddrb","MGH Shigella HL_0.00025_ipaB_Claire at icddrb"
"71(2,C23)","Unknown67","ipaB",24267.88867,"Median","Samples","Unknown67",6.25e-05,"MGH Shigella HL","1:16000","Claire at icddrb","MGH Shigella HL_6.25e-05_ipaB_Claire at icddrb"
"72(2,C24)","Unknown68","ipaB",23922.70898,"Median","Samples","Unknown68",6.25e-05,"MGH Shigella HL","1:16000","Claire at icddrb","MGH Shigella HL_6.25e-05_ipaB_Claire at icddrb"
"73(2,D1)","Unknown69","ipaB",96977.77344,"Median","Samples","Unknown69",0.001,"IMM mixed pool","0.736111111","Claire at icddrb","IMM mixed pool_0.001_ipaB_Claire at icddrb"
"74(2,D2)","Unknown70","ipaB",103497.08594,"Median","Samples","Unknown70",0.001,"IMM mixed pool","0.736111111","Claire at icddrb","IMM mixed pool_0.001_ipaB_Claire at icddrb"
"75(2,D3)","Unknown71","ipaB",52441.26953,"Median","Samples","Unknown71",0.00025,"IMM mixed pool","2.819444444","Claire at icddrb","IMM mixed pool_0.00025_ipaB_Claire at icddrb"
"76(2,D4)","Unknown72","ipaB",57164.125,"Median","Samples","Unknown72",0.00025,"IMM mixed pool","2.819444444","Claire at icddrb","IMM mixed pool_0.00025_ipaB_Claire at icddrb"
"77(2,D5)","Unknown73","ipaB",12388.29199,"Median","Samples","Unknown73",6.25e-05,"IMM mixed pool","1:16000","Claire at icddrb","IMM mixed pool_6.25e-05_ipaB_Claire at icddrb"
"78(2,D6)","Unknown74","ipaB",12444.55762,"Median","Samples","Unknown74",6.25e-05,"IMM mixed pool","1:16000","Claire at icddrb","IMM mixed pool_6.25e-05_ipaB_Claire at icddrb"
"79(2,D7)","Unknown75","ipaB",1967.57068,"Median","Samples","Unknown75",1.5625e-05,"IMM mixed pool","1:64000","Claire at icddrb","IMM mixed pool_1.5625e-05_ipaB_Claire at icddrb"
"80(2,D8)","Unknown76","ipaB",2393.36768,"Median","Samples","Unknown76",1.5625e-05,"IMM mixed pool","1:64000","Claire at icddrb","IMM mixed pool_1.5625e-05_ipaB_Claire at icddrb"
"81(2,D9)","Unknown77","ipaB",353.54022,"Median","Samples","Unknown77",3.90625e-06,"IMM mixed pool","1:256000","Claire at icddrb","IMM mixed pool_3.90625e-06_ipaB_Claire at icddrb"
"82(2,D10)","Unknown78","ipaB",288.1998,"Median","Samples","Unknown78",3.90625e-06,"IMM mixed pool","1:256000","Claire at icddrb","IMM mixed pool_3.90625e-06_ipaB_Claire at icddrb"
"83(2,D11)","Unknown79","ipaB",88.42988,"Median","Samples","Unknown79",9.76563e-07,"IMM mixed pool","1:1024000","Claire at icddrb","IMM mixed pool_9.76563e-07_ipaB_Claire at icddrb"
"84(2,D12)","Unknown80","ipaB",86.10899,"Median","Samples","Unknown80",9.76563e-07,"IMM mixed pool","1:1024000","Claire at icddrb","IMM mixed pool_9.76563e-07_ipaB_Claire at icddrb"
"85(2,D13)","Unknown81","ipaB",54.40498,"Median","Samples","Unknown81",2.44141e-07,"IMM mixed pool","1:4096000","Claire at icddrb","IMM mixed pool_2.44141e-07_ipaB_Claire at icddrb"
"86(2,D14)","Unknown82","ipaB",44.5752,"Median","Samples","Unknown82",2.44141e-07,"IMM mixed pool","1:4096000","Claire at icddrb","IMM mixed pool_2.44141e-07_ipaB_Claire at icddrb"
"87(2,D15)","Unknown83","ipaB",37.67559,"Median","Samples","Unknown83",6.10352e-08,"IMM mixed pool","1:16384000","Claire at icddrb","IMM mixed pool_6.10352e-08_ipaB_Claire at icddrb"
"88(2,D16)","Unknown84","ipaB",31.21094,"Median","Samples","Unknown84",6.10352e-08,"IMM mixed pool","1:16384000","Claire at icddrb","IMM mixed pool_6.10352e-08_ipaB_Claire at icddrb"
"89(2,D17)","Unknown85","ipaB",117655.79688,"Median","Samples","Unknown85",0.01,"IMM VC pool","0.111111111","Claire at icddrb","IMM VC pool_0.01_ipaB_Claire at icddrb"
"90(2,D18)","Unknown86","ipaB",110938.46094,"Median","Samples","Unknown86",0.01,"IMM VC pool","0.111111111","Claire at icddrb","IMM VC pool_0.01_ipaB_Claire at icddrb"
"91(2,D19)","Unknown87","ipaB",150888.15625,"Median","Samples","Unknown87",0.0025,"IMM VC pool","0.319444444","Claire at icddrb","IMM VC pool_0.0025_ipaB_Claire at icddrb"
"92(2,D20)","Unknown88","ipaB",155830.98438,"Median","Samples","Unknown88",0.0025,"IMM VC pool","0.319444444","Claire at icddrb","IMM VC pool_0.0025_ipaB_Claire at icddrb"
"93(2,D21)","Unknown89","ipaB",134500.5625,"Median","Samples","Unknown89",0.000625,"IMM VC pool","1.152777778","Claire at icddrb","IMM VC pool_0.000625_ipaB_Claire at icddrb"
"94(2,D22)","Unknown90","ipaB",140518.5625,"Median","Samples","Unknown90",0.000625,"IMM VC pool","1.152777778","Claire at icddrb","IMM VC pool_0.000625_ipaB_Claire at icddrb"
"95(2,D23)","Unknown91","ipaB",83577.625,"Median","Samples","Unknown91",0.00015625,"IMM VC pool","1:64000","Claire at icddrb","IMM VC pool_0.00015625_ipaB_Claire at icddrb"
"96(2,D24)","Unknown92","ipaB",88263.63281,"Median","Samples","Unknown92",0.00015625,"IMM VC pool","1:64000","Claire at icddrb","IMM VC pool_0.00015625_ipaB_Claire at icddrb"
"97(2,E1)","Unknown93","ipaB",37145.53516,"Median","Samples","Unknown93",3.90625e-05,"IMM VC pool","1:256000","Claire at icddrb","IMM VC pool_3.90625e-05_ipaB_Claire at icddrb"
"98(2,E2)","Unknown94","ipaB",28949.31055,"Median","Samples","Unknown94",3.90625e-05,"IMM VC pool","1:256000","Claire at icddrb","IMM VC pool_3.90625e-05_ipaB_Claire at icddrb"
"99(2,E3)","Unknown95","ipaB",8390.85156,"Median","Samples","Unknown95",9.765625e-06,"IMM VC pool","1:1024000","Claire at icddrb","IMM VC pool_9.765625e-06_ipaB_Claire at icddrb"
"100(2,E4)","Unknown96","ipaB",7967.96826,"Median","Samples","Unknown96",9.765625e-06,"IMM VC pool","1:1024000","Claire at icddrb","IMM VC pool_9.765625e-06_ipaB_Claire at icddrb"
"101(2,E5)","Unknown97","ipaB",1421.39429,"Median","Samples","Unknown97",2.44140625e-06,"IMM VC pool","1:4096000","Claire at icddrb","IMM VC pool_2.44140625e-06_ipaB_Claire at icddrb"
"102(2,E6)","Unknown98","ipaB",989.47302,"Median","Samples","Unknown98",2.44140625e-06,"IMM VC pool","1:4096000","Claire at icddrb","IMM VC pool_2.44140625e-06_ipaB_Claire at icddrb"
"103(2,E7)","Unknown99","ipaB",225.92734,"Median","Samples","Unknown99",6.103515625e-07,"IMM VC pool","1:16384000","Claire at icddrb","IMM VC pool_6.103515625e-07_ipaB_Claire at icddrb"
"104(2,E8)","Unknown100","ipaB",189.68945,"Median","Samples","Unknown100",6.103515625e-07,"IMM VC pool","1:16384000","Claire at icddrb","IMM VC pool_6.103515625e-07_ipaB_Claire at icddrb"
"105(2,E9)","Unknown101","ipaB",130427.67188,"Median","Samples","Unknown101",0.001,"IMM Typhi HL","0.736111111","Claire at icddrb","IMM Typhi HL_0.001_ipaB_Claire at icddrb"
"106(2,E10)","Unknown102","ipaB",135094.96875,"Median","Samples","Unknown102",0.001,"IMM Typhi HL","0.736111111","Claire at icddrb","IMM Typhi HL_0.001_ipaB_Claire at icddrb"
"107(2,E11)","Unknown103","ipaB",133296.67188,"Median","Samples","Unknown103",0.00025,"IMM Typhi HL","2.819444444","Claire at icddrb","IMM Typhi HL_0.00025_ipaB_Claire at icddrb"
"108(2,E12)","Unknown104","ipaB",130548.75,"Median","Samples","Unknown104",0.00025,"IMM Typhi HL","2.819444444","Claire at icddrb","IMM Typhi HL_0.00025_ipaB_Claire at icddrb"
"109(2,E13)","Unknown105","ipaB",107183.17969,"Median","Samples","Unknown105",6.25e-05,"IMM Typhi HL","1:16000","Claire at icddrb","IMM Typhi HL_6.25e-05_ipaB_Claire at icddrb"
"110(2,E14)","Unknown106","ipaB",109166.01562,"Median","Samples","Unknown106",6.25e-05,"IMM Typhi HL","1:16000","Claire at icddrb","IMM Typhi HL_6.25e-05_ipaB_Claire at icddrb"
"111(2,E15)","Unknown107","ipaB",128635.33594,"Median","Samples","Unknown107",0.001,"IMM Shigella HL","0.736111111","Claire at icddrb","IMM Shigella HL_0.001_ipaB_Claire at icddrb"
"112(2,E16)","Unknown108","ipaB",122155.80469,"Median","Samples","Unknown108",0.001,"IMM Shigella HL","0.736111111","Claire at icddrb","IMM Shigella HL_0.001_ipaB_Claire at icddrb"
"113(2,E17)","Unknown109","ipaB",112653.35938,"Median","Samples","Unknown109",0.00025,"IMM Shigella HL","2.819444444","Claire at icddrb","IMM Shigella HL_0.00025_ipaB_Claire at icddrb"
"114(2,E18)","Unknown110","ipaB",110045.11719,"Median","Samples","Unknown110",0.00025,"IMM Shigella HL","2.819444444","Claire at icddrb","IMM Shigella HL_0.00025_ipaB_Claire at icddrb"
"115(2,E19)","Unknown111","ipaB",70010.64844,"Median","Samples","Unknown111",6.25e-05,"IMM Shigella HL","1:16000","Claire at icddrb","IMM Shigella HL_6.25e-05_ipaB_Claire at icddrb"
"116(2,E20)","Unknown112","ipaB",73181.14844,"Median","Samples","Unknown112",6.25e-05,"IMM Shigella HL","1:16000","Claire at icddrb","IMM Shigella HL_6.25e-05_ipaB_Claire at icddrb"
"5(2,A5)","Unknown1","TTHc",58485.58203,"Median","Samples","Unknown1",0.001,"MGH mixed pool","0.736111111","Claire at icddrb","MGH mixed pool_0.001_TTHc_Claire at icddrb"
"6(2,A6)","Unknown2","TTHc",62264.46094,"Median","Samples","Unknown2",0.001,"MGH mixed pool","0.736111111","Claire at icddrb","MGH mixed pool_0.001_TTHc_Claire at icddrb"
"7(2,A7)","Unknown3","TTHc",14996.8584,"Median","Samples","Unknown3",0.00025,"MGH mixed pool","2.819444444","Claire at icddrb","MGH mixed pool_0.00025_TTHc_Claire at icddrb"
"8(2,A8)","Unknown4","TTHc",14849.00879,"Median","Samples","Unknown4",0.00025,"MGH mixed pool","2.819444444","Claire at icddrb","MGH mixed pool_0.00025_TTHc_Claire at icddrb"
"9(2,A9)","Unknown5","TTHc",3104.51367,"Median","Samples","Unknown5",6.25e-05,"MGH mixed pool","1:16000","Claire at icddrb","MGH mixed pool_6.25e-05_TTHc_Claire at icddrb"
"10(2,A10)","Unknown6","TTHc",2388.09009,"Median","Samples","Unknown6",6.25e-05,"MGH mixed pool","1:16000","Claire at icddrb","MGH mixed pool_6.25e-05_TTHc_Claire at icddrb"
"11(2,A11)","Unknown7","TTHc",577.04205,"Median","Samples","Unknown7",1.5625e-05,"MGH mixed pool","1:64000","Claire at icddrb","MGH mixed pool_1.5625e-05_TTHc_Claire at icddrb"
